Official Code 2001 Edition,Act Number,Section of Act,Law Number,Type of Change,Act Type,Expiration Date,Bill Title,DCR Cite
42-3131.05,20-424,7103(e),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
42-3131.05,20-409,204,NA,Note,E,10/30/14,Residential Real Property Equity and Transparency Congressional Review Emergency Amendment Act of 2014,61-08281
42-3131.05,20-424,7104,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
42-3404.02,20-434,2,NA,Note,E,01/05/15,Tenant Opportunity to Purchase Emergency Amendment Act of 2014,61-10715
42-3404.02,20-453,2,PEND,Note,T,,Tenant Opportunity to Purchase Temporary Amendment Act of 2014,61-11101
42-3404.02,20-453,2,PEND,Note,T,,Tenant Opportunity to Purchase Temporary Amendment Act of 2014,61-11101
42-3502.06,20-430,2(a),NA,Note,E,01/05/15,Rent Control Hardship Petition Limitation Emergency Amendment Act of 2014,61-10706
42-3502.06,20-451,2(a),PEND,Note,T,,Rent Control Hardship Petition Limitation Temporary Amendment Act of 2014,61-11095
42-3502.06,20-451,2(a),PEND,Note,T,,Rent Control Hardship Petition Limitation Temporary Amendment Act of 2014,61-11095
42-3502.12,20-430,2(b),NA,Note,E,01/05/15,Rent Control Hardship Petition Limitation Emergency Amendment Act of 2014,61-10706
42-3502.12,20-451,2(b),PEND,Note,T,,Rent Control Hardship Petition Limitation Temporary Amendment Act of 2014,61-11095
42-3502.12,20-451,2(b),PEND,Note,T,,Rent Control Hardship Petition Limitation Temporary Amendment Act of 2014,61-11095
42-3502.22,20-415,3,20-147,Amend,,,Tenant Bill of Rights Act,61-08310
42-3531.04,20-481,266(a),NA,Note,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
42-3531.07,20-415,2,20-147,Amend,,,Tenant Bill of Rights Act,61-08310
42-3531.08,20-481,266(b),NA,"Note, Repeal",E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
44-0401,20-449,5062,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
44-0401,20-424,5062,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
44-0401,20-377,5062,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
44-0407,20-563,2,NA,"Note, New Sec",E,04/06/15,Not-for-Profit Hospital Corporation Certificate of Need Exemption Emergency Amendment Act of 2014,62-00491
44-0407,20-444,2,NA,Note,E,01/06/15,Long Term Care Stabilization Emergency Amendment Act of 2014,61-10755
44-0721,20-444,3,NA,"Note, New Sec",E,01/06/15,Long Term Care Stabilization Emergency Amendment Act of 2014,61-10755
44-1151 - 44-1159,20-469,2 - 10,PEND,New Section,,,Stroke System of Care Act,61-12103
45-0301,20-481,222,NA,Note,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
46-0409,20-417,2,20-148,Repeal,,,Marriage License Issuance Amendment Act,61-08314
46-0418,20-417,3(a),20-148,Repeal,,,Marriage License Issuance Amendment Act,61-08314
46-0421,20-417,3(b),20-148,Amend,,,Marriage License Issuance Amendment Act,61-08314
47-0181,20-377,7022(b),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0181,20-424,7012(b),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
47-0181,20-555,2(k),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
47-0181,20-461,2(l)(1),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-0181,20-449,7012(b),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0308.04,20-449,1043(b),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0308.04,20-377,1043(b),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0308.04,20-424,1043(b),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
47-0335.01,20-424,1043(c),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0335.01,20-449,1043(c),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0335.01,20-377,1043(c),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0355.07,20-481,231,NA,Note,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
47-0362,20-449,1043(d),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0362,20-424,1043(d),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0362,20-461,2(a),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-0362,20-377,1043(d),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0362,20-555,2(a),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
47-03702,20-555,2(q),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
47-0392.02,20-424,6033,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0392.02,20-449,6033,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0392.02,20-377,1042,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0392.02,20-449,1042,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0392.02,20-377,6043,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0392.02,20-424,1042,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0802,20-424,7102(a)(2),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0802,20-449,7104,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0802,20-449,7102(a)(2),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0802,20-378,101(a)(2),20-141,Amend,P,,Residential Real Property Equity and Transparency Act,61-07763
47-0802,20-461,2(q),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-0802,20-424,7104,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0802,20-409,101(a)(1),NA,Note,E,10/30/14,Residential Real Property Equity and Transparency Congressional Review Emergency Amendment Act of 2014,61-08281
47-0802,20-377,7112(a)(2),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0805,20-449,7104,NA,"Note, Repeal",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0805,20-449,7102(a)(3),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0805,20-461,2(q),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-0805,20-424,7102(a)(3),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0805,20-424,7104,PEND,Repeal,P,,FY 2015 Budget Support Act,61-09990
47-0805,20-377,7112(a)(3),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0805,20-378,101(a)(3),20-141,New Section,P,,Residential Real Property Equity and Transparency Act,61-07763
47-0811,20-424,7102(a)(4),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0811,20-461,2(q),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-0811,20-424,7104,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0811,20-409,101(a)(2),NA,Note,E,10/30/14,Residential Real Property Equity and Transparency Congressional Review Emergency Amendment Act of 2014,61-08281
47-0811,20-378,101(a)(4)(A),20-141,Amend,P,,Residential Real Property Equity and Transparency Act,61-07763
47-0811,20-449,7104,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0811,20-449,7102(a)(4),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0811,20-377,7112(a)(4),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0812,20-424,7082,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0812,20-449,7082,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0812,20-377,7092,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0820.02,20-482,3,PEND,Amend,,,Affordable Homeownership Preservation and Equity Accumulation Amendment Act,61-12156
47-0825.01a,20-397,2,NA,Note,E,10/27/14,Bezner Real Property Tax Relief Emergency Act of 2014,61-08257
47-0845,20-461,2(m),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-0845,20-449,7052(a)(1),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0845,20-555,2(r)(1),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
47-0845.02,20-555,2(r)(2),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
47-0845.02,20-461,2(m),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-0845.02,20-449,7052(a)(2),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0845.03,20-555,2(r)(5),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
47-0845.03,20-424,7052(a)(1),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0845.03,20-555,2(r)(3),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
47-0845.03,20-461,2(m),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-0845.03,20-449,7052(a)(3),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0845.03,20-449,7104,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0845.03,20-424,7104,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0845.03,20-409,101(a)(3),NA,Note,E,10/30/14,Residential Real Property Equity and Transparency Congressional Review Emergency Amendment Act of 2014,61-08281
47-0845.03,20-461,2(q),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-0845.03,20-449,7102(a)(5),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0845.03,20-377,7062(a)(1),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0845.03,20-377,7112(a)(5),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0845.03,20-424,7102(a)(5),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0845.03,20-378,101(a)(5),20-141,Amend,P,,Residential Real Property Equity and Transparency Act,61-07763
47-0863,20-424,7052(a)(2),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0863,20-555,2(j),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
47-0863,20-461,2(k),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-0863,20-449,7010d,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0895.31,20-424,7102(a)(6),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0895.31,20-424,7104,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0895.31,20-449,7104,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0895.31,20-461,2(q),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-0895.31,20-378,101(a)(6),20-141,Amend,P,,Residential Real Property Equity and Transparency Act,61-07763
47-0895.31,20-449,7102(a)(6),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0895.31,20-377,7112(a)(6),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0895.31,20-409,101(a)(4),NA,Note,E,10/30/14,Residential Real Property Equity and Transparency Congressional Review Emergency Amendment Act of 2014,61-08281
47-0895.33,20-424,7102(a)(7),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0895.33,20-377,7112(a)(7),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0895.33,20-409,101(a)(5),NA,Note,E,10/30/14,Residential Real Property Equity and Transparency Congressional Review Emergency Amendment Act of 2014,61-08281
47-0895.33,20-424,7104,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0895.33,20-449,7104,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0895.33,20-449,7102(a)(7),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0895.33,20-461,2(q),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-0895.33,20-378,101(a)(7),20-141,Amend,P,,Residential Real Property Equity and Transparency Act,61-07763
47-0902,20-378,101(b),20-141,Amend,P,,Residential Real Property Equity and Transparency Act,61-07763
47-0902,20-449,7104,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0902,20-409,101(b),NA,Note,E,10/30/14,Residential Real Property Equity and Transparency Congressional Review Emergency Amendment Act of 2014,61-08281
47-0902,20-449,7102(b),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-0902,20-461,2(q),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-0902,20-377,7112(b),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-0902,20-424,7104,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-0902,20-424,7102(b),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-1002,20-424,7252,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-1002,20-449,7253,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1002,20-449,7252,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1002,20-377,7263,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1002,20-377,7262,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1002,20-424,7253,PEND,Note,P,,FY 2015 Budget Support Act,61-09990
47-1005.01,20-449,7162,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1005.01,20-377,7172,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1005.01,20-424,7162,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-1065,20-500,2,PEND,Amend,,,"Douglas Knoll, Golden Rule, 1728 W Street, and Wagner Gainesville Real Property Tax Exemption Act of 2014",61-12585
47-1092,20-424,7222(b),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
47-1092,20-449,7222(b),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1092,20-377,7232(b),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1093,20-424,7242(b),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
47-1093,20-377,7252(b),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1093,20-449,7242(b),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1094,20-424,7232(b),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
47-1094,20-377,7242(b),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1094,20-449,7232(b),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1095,20-512,2(b),PEND,Amend,,,"Severna, Llc Real Property Tax Exemption and Real Property Tax Relief Amendment Act",61-12727
47-1096,20-551,2(b),PEND,New Section,,,"N Street Village, Inc. Tax and TOPA Exemption Amendment",62-00276
47-1096,20-551,3,PEND,Note,,,"N Street Village, Inc. Tax and TOPA Exemption Amendment",62-00276
47-1330,20-449,7104,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1330,20-449,7102(c)(2),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1330,20-424,7104,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-1330,20-424,7102(c)(2),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-1330,20-461,2(q),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-1330,20-378,101(c)(2),20-141,Amend,P,,Residential Real Property Equity and Transparency Act,61-07763
47-1330,20-409,101(c)(2),NA,Note,E,10/30/14,Residential Real Property Equity and Transparency Congressional Review Emergency Amendment Act of 2014,61-08281
47-1330,20-377,7112(c)(2),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1332,20-424,7102(c)(3),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-1332,20-449,7104,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1332,20-409,101(c)(3),NA,Note,E,10/30/14,Residential Real Property Equity and Transparency Congressional Review Emergency Amendment Act of 2014,61-08281
47-1332,20-461,2(q),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-1332,20-424,7104,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-1332,20-377,7112(c)(3),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1332,20-449,7102(c)(3),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1332,20-378,101(c)(3),20-141,Amend,P,,Residential Real Property Equity and Transparency Act,61-07763
47-1334,20-555,2(r)(7),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
47-1334,20-449,7102(c)(4),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1334,20-409,101(c)(4),NA,Note,E,10/30/14,Residential Real Property Equity and Transparency Congressional Review Emergency Amendment Act of 2014,61-08281
47-1334,20-424,7104,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-1334,20-449,7104,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1334,20-377,7112(c)(4),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1334,20-461,2(q),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-1334,20-378,101(c)(4),20-141,Amend,P,,Residential Real Property Equity and Transparency Act,61-07763
47-1334,20-424,7102(c)(4),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-1336,20-377,7112(c)(5),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1336,20-409,101(c)(5),NA,Note,E,10/30/14,Residential Real Property Equity and Transparency Congressional Review Emergency Amendment Act of 2014,61-08281
